sample	transcript	read_length
Treatment_2_demo	ENST00000360375	3683
Treatment_2_demo	ENST00000360375	3547
Treatment_2_demo	ENST00000360375	3469
Treatment_2_demo	ENST00000360375	1296
Treatment_2_demo	ENST00000360375	443
Treatment_2_demo	ENST00000360375	706
Treatment_2_demo	ENST00000300870	1009
Treatment_2_demo	ENST00000300870	1865
Treatment_2_demo	ENST00000300870	1625
Treatment_2_demo	ENST00000300870	1594
Treatment_2_demo	ENST00000300870	430
Treatment_2_demo	ENST00000300870	1212
Treatment_2_demo	ENST00000300870	1014
Treatment_2_demo	ENST00000300870	991
Treatment_2_demo	ENST00000300870	912
Treatment_2_demo	ENST00000300870	518
Treatment_2_demo	ENST00000300870	380
Treatment_2_demo	ENST00000300870	304
Treatment_2_demo	ENST00000261833	918
Treatment_2_demo	ENST00000261833	1002
Treatment_2_demo	ENST00000261833	577
Treatment_2_demo	ENST00000261833	459
Treatment_2_demo	ENST00000261833	929
Treatment_2_demo	ENST00000261833	343
Treatment_2_demo	ENST00000261833	303
Treatment_2_demo	ENST00000392588	1208
Treatment_2_demo	ENST00000392588	913
Treatment_2_demo	ENST00000392588	623
Treatment_2_demo	ENST00000392588	602
Treatment_2_demo	ENST00000381538	3386
Treatment_2_demo	ENST00000381538	3741
Treatment_2_demo	ENST00000381538	3722
Treatment_2_demo	ENST00000381538	3269
Treatment_2_demo	ENST00000381538	1663
Treatment_2_demo	ENST00000381538	1656
Treatment_2_demo	ENST00000381538	413
Treatment_2_demo	ENST00000381538	1362
Treatment_2_demo	ENST00000381538	718
Treatment_2_demo	ENST00000381538	922
Treatment_2_demo	ENST00000381538	440
Treatment_2_demo	ENST00000381538	339
Treatment_2_demo	ENST00000448232	3659
Treatment_2_demo	ENST00000448232	3125
Treatment_2_demo	ENST00000448232	1067
Treatment_2_demo	ENST00000448232	526
Treatment_2_demo	ENST00000448232	276
Treatment_2_demo	ENST00000174653	1079
Treatment_2_demo	ENST00000174653	746
Treatment_2_demo	ENST00000394970	2091
Treatment_2_demo	ENST00000394970	2230
Treatment_2_demo	ENST00000394970	1251
Treatment_2_demo	ENST00000394970	182
Treatment_2_demo	ENST00000637886	5078
Treatment_2_demo	ENST00000637886	3530
Treatment_2_demo	ENST00000637886	1708
Treatment_2_demo	ENST00000637886	892
Treatment_2_demo	ENST00000637886	626
Treatment_2_demo	ENST00000637886	463
Treatment_2_demo	ENST00000637886	795
Treatment_2_demo	ENST00000302475	3988
Treatment_2_demo	ENST00000302475	1878
Treatment_2_demo	ENST00000302475	2271
Treatment_2_demo	ENST00000302475	1783
Treatment_2_demo	ENST00000302475	1669
Treatment_2_demo	ENST00000302475	1214
Treatment_2_demo	ENST00000302475	665
Treatment_2_demo	ENST00000302475	509
Treatment_2_demo	ENST00000302475	459
Treatment_2_demo	ENST00000314328	374
Treatment_2_demo	ENST00000314328	2705
Treatment_2_demo	ENST00000314328	826
Treatment_2_demo	ENST00000314328	2200
Treatment_2_demo	ENST00000314328	1759
Treatment_2_demo	ENST00000314328	618
Treatment_2_demo	ENST00000314328	418
Treatment_2_demo	ENST00000600228	985
Treatment_2_demo	ENST00000600228	478
Treatment_2_demo	ENST00000600228	441
Treatment_2_demo	ENST00000600228	1215
Treatment_2_demo	ENST00000258281	3214
Treatment_2_demo	ENST00000258281	2959
Treatment_2_demo	ENST00000424629	1838
Treatment_2_demo	ENST00000424629	1587
Treatment_2_demo	ENST00000424629	1381
Treatment_2_demo	ENST00000424629	548
Treatment_2_demo	ENST00000424629	944
Treatment_2_demo	ENST00000424629	826
Treatment_2_demo	ENST00000424629	677
Treatment_2_demo	ENST00000424629	569
Treatment_2_demo	ENST00000424629	400
Treatment_2_demo	ENST00000402965	437
Treatment_2_demo	ENST00000402965	951
Treatment_2_demo	ENST00000402965	699
Treatment_2_demo	ENST00000402965	244
Treatment_2_demo	ENST00000509018	6184
Treatment_2_demo	ENST00000509018	4537
Treatment_2_demo	ENST00000509018	4522
Treatment_2_demo	ENST00000509018	4161
Treatment_2_demo	ENST00000509018	2267
Treatment_2_demo	ENST00000509018	1205
Treatment_2_demo	ENST00000509018	1140
Treatment_2_demo	ENST00000509018	1173
Treatment_2_demo	ENST00000509018	1055
Treatment_2_demo	ENST00000509018	1043
Treatment_2_demo	ENST00000509018	995
Treatment_2_demo	ENST00000509018	711
Treatment_2_demo	ENST00000509018	473
Treatment_2_demo	ENST00000509018	425
Treatment_2_demo	ENST00000509018	185
Treatment_2_demo	ENST00000271332	3610
Treatment_2_demo	ENST00000271332	2171
Treatment_2_demo	ENST00000271332	1173
Treatment_2_demo	ENST00000271332	1182
Treatment_2_demo	ENST00000271332	1112
Treatment_2_demo	ENST00000271332	797
Treatment_2_demo	ENST00000271332	553
Treatment_2_demo	ENST00000271332	545
Treatment_2_demo	ENST00000271332	544
Treatment_2_demo	ENST00000271332	429
Treatment_2_demo	ENST00000379802	2682
Treatment_2_demo	ENST00000379802	1764
Treatment_2_demo	ENST00000379802	988
Treatment_2_demo	ENST00000379802	677
Treatment_2_demo	ENST00000379802	689
Treatment_2_demo	ENST00000379802	246
Treatment_2_demo	ENST00000379802	236
Treatment_2_demo	ENST00000398506	1539
Treatment_2_demo	ENST00000398506	525
Treatment_2_demo	ENST00000398506	1217
Treatment_2_demo	ENST00000398506	979
Treatment_2_demo	ENST00000398506	670
Treatment_2_demo	ENST00000398506	459
Treatment_2_demo	ENST00000398506	370
Treatment_2_demo	ENST00000398506	365
Treatment_2_demo	ENST00000398506	616
Treatment_2_demo	ENST00000398506	305
Treatment_2_demo	ENST00000398506	417
Treatment_2_demo	ENST00000368990	3846
Treatment_2_demo	ENST00000368990	1882
Treatment_2_demo	ENST00000368990	1398
Treatment_2_demo	ENST00000368990	961
Treatment_2_demo	ENST00000368990	430
Treatment_2_demo	ENST00000368990	680
Treatment_2_demo	ENST00000368990	656
Treatment_2_demo	ENST00000368990	858
Treatment_2_demo	ENST00000368990	550
Treatment_2_demo	ENST00000395153	3618
Treatment_2_demo	ENST00000395153	1510
Treatment_2_demo	ENST00000395153	406
Treatment_2_demo	ENST00000320985	1358
Treatment_2_demo	ENST00000320985	2232
Treatment_2_demo	ENST00000320985	1500
Treatment_2_demo	ENST00000320985	2173
Treatment_2_demo	ENST00000320985	1833
Treatment_2_demo	ENST00000320985	692
Treatment_2_demo	ENST00000320985	384
Treatment_2_demo	ENST00000407445	226
Treatment_2_demo	ENST00000407445	1295
Treatment_2_demo	ENST00000407445	603
Treatment_2_demo	ENST00000407445	204
Treatment_2_demo	ENST00000407445	1292
Treatment_2_demo	ENST00000407445	311
Treatment_2_demo	ENST00000407445	1310
Treatment_2_demo	ENST00000407445	406
Treatment_2_demo	ENST00000614357	1923
Treatment_2_demo	ENST00000614357	376
Treatment_2_demo	ENST00000360971	3095
Treatment_2_demo	ENST00000360971	3127
Treatment_2_demo	ENST00000360971	1763
Treatment_2_demo	ENST00000360971	1779
Treatment_2_demo	ENST00000360971	1370
Treatment_2_demo	ENST00000360971	1008
Treatment_2_demo	ENST00000360971	780
Treatment_2_demo	ENST00000360971	1241
Treatment_2_demo	ENST00000360971	1085
Treatment_2_demo	ENST00000360971	953
Treatment_2_demo	ENST00000360971	628
Treatment_2_demo	ENST00000360971	293
Treatment_2_demo	ENST00000360971	244
Treatment_2_demo	ENST00000494857	803
Treatment_2_demo	ENST00000494857	3410
Treatment_2_demo	ENST00000494857	1217
Treatment_2_demo	ENST00000494857	484
Treatment_2_demo	ENST00000621744	700
Treatment_2_demo	ENST00000621744	765
Treatment_2_demo	ENST00000621744	3926
Treatment_2_demo	ENST00000621744	2480
Treatment_2_demo	ENST00000621744	1611
Treatment_2_demo	ENST00000621744	1464
Treatment_2_demo	ENST00000621744	864
Treatment_2_demo	ENST00000621744	570
Treatment_2_demo	ENST00000621744	541
Treatment_2_demo	ENST00000621744	500
Treatment_2_demo	ENST00000413371	3514
Treatment_2_demo	ENST00000413371	3404
Treatment_2_demo	ENST00000413371	3345
Treatment_2_demo	ENST00000413371	820
Treatment_2_demo	ENST00000413371	460
Treatment_2_demo	ENST00000413371	349
Treatment_2_demo	ENST00000308497	4833
Treatment_2_demo	ENST00000308497	2108
Treatment_2_demo	ENST00000308497	1325
Treatment_2_demo	ENST00000308497	1081
Treatment_2_demo	ENST00000308497	731
Treatment_2_demo	ENST00000308497	727
Treatment_2_demo	ENST00000308497	726
Treatment_2_demo	ENST00000308497	662
Treatment_2_demo	ENST00000308497	256
Treatment_2_demo	ENST00000314250	4277
Treatment_2_demo	ENST00000314250	3992
Treatment_2_demo	ENST00000314250	3089
Treatment_2_demo	ENST00000314250	2737
Treatment_2_demo	ENST00000314250	2201
Treatment_2_demo	ENST00000314250	1906
Treatment_2_demo	ENST00000314250	584
Treatment_2_demo	ENST00000597937	2658
Treatment_2_demo	ENST00000597937	1655
Treatment_2_demo	ENST00000597937	1031
Treatment_2_demo	ENST00000597937	1255
Treatment_2_demo	ENST00000597937	698
Treatment_2_demo	ENST00000405442	1846
Treatment_2_demo	ENST00000405442	692
Treatment_3_demo	ENST00000338700	3506
Treatment_3_demo	ENST00000338700	2221
Treatment_3_demo	ENST00000338700	359
Treatment_3_demo	ENST00000338700	1918
Treatment_3_demo	ENST00000338700	1613
Treatment_3_demo	ENST00000338700	1356
Treatment_3_demo	ENST00000338700	1173
Treatment_3_demo	ENST00000338700	573
Treatment_3_demo	ENST00000338700	435
Treatment_3_demo	ENST00000521452	2483
Treatment_3_demo	ENST00000521452	880
Treatment_3_demo	ENST00000521452	822
Treatment_3_demo	ENST00000521452	470
Treatment_3_demo	ENST00000521452	268
Treatment_3_demo	ENST00000338458	1185
Treatment_3_demo	ENST00000338458	911
Treatment_3_demo	ENST00000338458	887
Treatment_3_demo	ENST00000338458	631
Treatment_3_demo	ENST00000338458	629
Treatment_3_demo	ENST00000338458	545
Treatment_3_demo	ENST00000338458	508
Treatment_3_demo	ENST00000537372	3088
Treatment_3_demo	ENST00000537372	1950
Treatment_3_demo	ENST00000537372	1578
Treatment_3_demo	ENST00000537372	391
Treatment_3_demo	ENST00000561157	296
Treatment_3_demo	ENST00000561157	473
Treatment_3_demo	ENST00000561157	470
Treatment_3_demo	ENST00000561157	311
Treatment_3_demo	ENST00000561157	306
Treatment_3_demo	ENST00000561157	316
Treatment_3_demo	ENST00000561157	238
Treatment_3_demo	ENST00000561157	301
Treatment_3_demo	ENST00000561157	1777
Treatment_3_demo	ENST00000561157	242
Treatment_3_demo	ENST00000561157	205
Treatment_3_demo	ENST00000561157	507
Treatment_3_demo	ENST00000561157	482
Treatment_3_demo	ENST00000561157	1451
Treatment_3_demo	ENST00000561157	116
Treatment_3_demo	ENST00000561157	191
Treatment_3_demo	ENST00000401395	4069
Treatment_3_demo	ENST00000401395	1383
Treatment_3_demo	ENST00000401395	897
Treatment_3_demo	ENST00000401395	681
Treatment_3_demo	ENST00000401395	518
Treatment_3_demo	ENST00000401395	494
Treatment_3_demo	ENST00000401395	290
Treatment_3_demo	ENST00000401395	229
Treatment_3_demo	ENST00000393389	1474
Treatment_3_demo	ENST00000393389	462
Treatment_3_demo	ENST00000610347	525
Treatment_3_demo	ENST00000610347	2252
Treatment_3_demo	ENST00000610347	1846
Treatment_3_demo	ENST00000610347	1289
Treatment_3_demo	ENST00000610347	1093
Treatment_3_demo	ENST00000610347	964
Treatment_3_demo	ENST00000222345	420
Treatment_3_demo	ENST00000222345	6361
Treatment_3_demo	ENST00000222345	1439
Treatment_3_demo	ENST00000222345	3277
Treatment_3_demo	ENST00000222345	3441
Treatment_3_demo	ENST00000222345	433
Treatment_3_demo	ENST00000222345	2165
Treatment_3_demo	ENST00000222345	135
Treatment_3_demo	ENST00000222345	673
Treatment_3_demo	ENST00000222345	284
Treatment_3_demo	ENST00000222345	524
Treatment_3_demo	ENST00000222345	357
Treatment_3_demo	ENST00000222345	379
Treatment_3_demo	ENST00000222345	406
Treatment_3_demo	ENST00000222345	317
Treatment_3_demo	ENST00000257468	550
Treatment_3_demo	ENST00000370996	1506
Treatment_3_demo	ENST00000370996	1384
Treatment_3_demo	ENST00000370996	375
Treatment_3_demo	ENST00000620854	2288
Treatment_3_demo	ENST00000620854	1599
Treatment_3_demo	ENST00000620854	2588
Treatment_3_demo	ENST00000620854	973
Treatment_3_demo	ENST00000620854	304
Treatment_3_demo	ENST00000620854	290
Treatment_3_demo	ENST00000620854	550
Treatment_3_demo	ENST00000620854	473
Treatment_3_demo	ENST00000349880	1923
Treatment_3_demo	ENST00000349880	905
Treatment_3_demo	ENST00000349880	584
Treatment_3_demo	ENST00000349880	673
Treatment_3_demo	ENST00000349880	301
Treatment_3_demo	ENST00000610980	1504
Treatment_3_demo	ENST00000610980	1334
Treatment_3_demo	ENST00000610980	1079
Treatment_3_demo	ENST00000610980	1030
Treatment_3_demo	ENST00000610980	774
Treatment_3_demo	ENST00000610980	598
Treatment_3_demo	ENST00000610980	466
Treatment_3_demo	ENST00000610980	284
Treatment_3_demo	ENST00000306376	651
Treatment_3_demo	ENST00000306376	561
Treatment_3_demo	ENST00000306376	423
Treatment_3_demo	ENST00000306376	332
Treatment_3_demo	ENST00000360375	2077
Treatment_3_demo	ENST00000360375	3343
Treatment_3_demo	ENST00000360375	327
Treatment_3_demo	ENST00000300870	691
Treatment_3_demo	ENST00000300870	3268
Treatment_3_demo	ENST00000300870	2604
Treatment_3_demo	ENST00000300870	1528
Treatment_3_demo	ENST00000300870	1384
Treatment_3_demo	ENST00000300870	1344
Treatment_3_demo	ENST00000300870	1020
Treatment_3_demo	ENST00000300870	1146
Treatment_3_demo	ENST00000300870	1027
Treatment_3_demo	ENST00000300870	526
Treatment_3_demo	ENST00000300870	442
Treatment_3_demo	ENST00000261833	4096
Treatment_3_demo	ENST00000261833	877
Treatment_3_demo	ENST00000261833	320
Treatment_3_demo	ENST00000392588	1607
Treatment_3_demo	ENST00000392588	878
Treatment_3_demo	ENST00000392588	555
Treatment_3_demo	ENST00000392588	522
Treatment_3_demo	ENST00000381538	3575
Treatment_3_demo	ENST00000381538	2795
Treatment_3_demo	ENST00000381538	1359
Treatment_3_demo	ENST00000381538	802
Treatment_3_demo	ENST00000381538	408
Treatment_3_demo	ENST00000381538	263
Treatment_3_demo	ENST00000448232	1841
Treatment_3_demo	ENST00000448232	1559
Treatment_3_demo	ENST00000448232	637
Treatment_3_demo	ENST00000448232	184
Treatment_3_demo	ENST00000174653	2301
Treatment_3_demo	ENST00000174653	1180
Treatment_3_demo	ENST00000394970	1781
Treatment_3_demo	ENST00000394970	1259
Treatment_3_demo	ENST00000394970	658
Treatment_3_demo	ENST00000637886	1427
Treatment_3_demo	ENST00000637886	618
Treatment_3_demo	ENST00000637886	383
Treatment_3_demo	ENST00000302475	2763
Treatment_3_demo	ENST00000302475	735
Treatment_3_demo	ENST00000302475	486
Treatment_3_demo	ENST00000314328	6150
Treatment_3_demo	ENST00000314328	1084
Treatment_3_demo	ENST00000314328	549
Treatment_3_demo	ENST00000314328	512
Treatment_3_demo	ENST00000600228	675
Treatment_3_demo	ENST00000600228	1424
Treatment_3_demo	ENST00000600228	1624
Treatment_3_demo	ENST00000600228	475
Treatment_3_demo	ENST00000600228	775
Treatment_3_demo	ENST00000258281	3185
Treatment_3_demo	ENST00000258281	1036
Treatment_3_demo	ENST00000258281	3127
Treatment_3_demo	ENST00000258281	884
Treatment_3_demo	ENST00000258281	1757
Treatment_3_demo	ENST00000258281	999
Treatment_3_demo	ENST00000258281	566
Treatment_3_demo	ENST00000258281	422
Treatment_3_demo	ENST00000258281	368
Treatment_3_demo	ENST00000424629	1189
Treatment_3_demo	ENST00000424629	672
Treatment_3_demo	ENST00000424629	1299
Treatment_3_demo	ENST00000424629	623
Treatment_3_demo	ENST00000424629	526
Treatment_3_demo	ENST00000402965	1299
Treatment_3_demo	ENST00000402965	899
Treatment_3_demo	ENST00000402965	834
Treatment_3_demo	ENST00000402965	544
Treatment_3_demo	ENST00000509018	2098
Treatment_3_demo	ENST00000509018	1724
Treatment_3_demo	ENST00000509018	1769
Treatment_3_demo	ENST00000509018	1175
Treatment_3_demo	ENST00000509018	1155
Treatment_3_demo	ENST00000509018	919
Treatment_3_demo	ENST00000509018	570
Treatment_3_demo	ENST00000509018	450
Treatment_3_demo	ENST00000509018	457
Treatment_3_demo	ENST00000509018	293
Treatment_3_demo	ENST00000271332	2806
Treatment_3_demo	ENST00000271332	770
Treatment_3_demo	ENST00000271332	379
Treatment_3_demo	ENST00000271332	226
Treatment_3_demo	ENST00000379802	4438
Treatment_3_demo	ENST00000379802	2260
Treatment_3_demo	ENST00000379802	1342
Treatment_3_demo	ENST00000379802	1289
Treatment_3_demo	ENST00000379802	1119
Treatment_3_demo	ENST00000379802	1042
Treatment_3_demo	ENST00000379802	1057
Treatment_3_demo	ENST00000379802	869
Treatment_3_demo	ENST00000379802	673
Treatment_3_demo	ENST00000379802	165
Treatment_3_demo	ENST00000398506	446
Treatment_3_demo	ENST00000398506	725
Treatment_3_demo	ENST00000368990	3683
Treatment_3_demo	ENST00000368990	473
Treatment_3_demo	ENST00000368990	387
Treatment_3_demo	ENST00000368990	477
Treatment_3_demo	ENST00000368990	1771
Treatment_3_demo	ENST00000395153	3990
Treatment_3_demo	ENST00000395153	1850
Treatment_3_demo	ENST00000395153	841
Treatment_3_demo	ENST00000395153	584
Treatment_3_demo	ENST00000395153	454
Treatment_3_demo	ENST00000320985	799
Treatment_3_demo	ENST00000320985	2218
Treatment_3_demo	ENST00000320985	2032
Treatment_3_demo	ENST00000320985	897
Treatment_3_demo	ENST00000320985	1367
Treatment_3_demo	ENST00000320985	148
Treatment_3_demo	ENST00000407445	264
Treatment_3_demo	ENST00000407445	167
Treatment_3_demo	ENST00000407445	619
Treatment_3_demo	ENST00000614357	538
Treatment_3_demo	ENST00000614357	1057
Treatment_3_demo	ENST00000360971	510
Treatment_3_demo	ENST00000360971	279
Treatment_3_demo	ENST00000360971	373
Treatment_3_demo	ENST00000360971	2147
Treatment_3_demo	ENST00000360971	1606
Treatment_3_demo	ENST00000494857	2516
Treatment_3_demo	ENST00000494857	1000
Treatment_3_demo	ENST00000494857	546
Treatment_3_demo	ENST00000621744	2896
Treatment_3_demo	ENST00000621744	455
Treatment_3_demo	ENST00000413371	2893
Treatment_3_demo	ENST00000413371	1617
Treatment_3_demo	ENST00000413371	752
Treatment_3_demo	ENST00000413371	565
Treatment_3_demo	ENST00000413371	333
Treatment_3_demo	ENST00000308497	4362
Treatment_3_demo	ENST00000308497	529
Treatment_3_demo	ENST00000314250	3153
Treatment_3_demo	ENST00000314250	2984
Treatment_3_demo	ENST00000314250	1787
Treatment_3_demo	ENST00000314250	956
Treatment_3_demo	ENST00000314250	671
Treatment_3_demo	ENST00000314250	273
Treatment_3_demo	ENST00000597937	2131
Treatment_3_demo	ENST00000597937	1704
Treatment_3_demo	ENST00000597937	673
Treatment_3_demo	ENST00000405442	230
Treatment_3_demo	ENST00000405442	678
Treatment_3_demo	ENST00000405442	1429
Treatment_3_demo	ENST00000405442	1314
Treatment_3_demo	ENST00000405442	349
